HomeTeam,AwayTeam,Referee,BWH,BWD,BWA,Avg<2.5,Avg>2.5,Day_of_year,Day_of_week,Month,Year,Season
Birmingham,Stoke,M Halsey,2.45,3.1,2.85,1.62,2.24,336,Friday,2,2011,2010/2011
Blackburn,Newcastle,S Attwell,2.1,3.15,3.45,1.89,1.88,336,Friday,2,2011,2010/2011
Blackpool,Aston Villa,H Webb,3.2,3.4,2.1,2.34,1.54,336,Friday,2,2011,2010/2011
Liverpool,Wigan,K Friend,1.35,4.35,9.0,1.96,1.82,336,Friday,2,2011,2010/2011
Man United,Man City,A Marriner,1.75,3.5,4.4,1.78,2.0,336,Friday,2,2011,2010/2011
Sunderland,Tottenham,M Jones,2.75,3.2,2.45,1.8,1.98,336,Friday,2,2011,2010/2011
West Brom,West Ham,L Mason,1.9,3.4,3.8,2.08,1.71,336,Friday,2,2011,2010/2011
Bolton,Everton,L Probert,2.6,3.2,2.6,1.79,1.98,44,Sunday,2,2011,2010/2011
Fulham,Chelsea,M Dean,4.75,3.5,1.7,1.8,1.98,45,Monday,2,2011,2010/2011
Birmingham,Newcastle,L Mason,2.5,3.1,2.8,1.63,2.22,46,Tuesday,2,2011,2010/2011
West Brom,Wolves,M Dean,1.85,3.2,4.4,1.97,1.81,51,Sunday,2,2011,2010/2011
Blackpool,Tottenham,C Foy,3.9,3.5,1.85,2.36,1.55,53,Tuesday,2,2011,2010/2011
Arsenal,Stoke,P Walton,1.29,5.0,9.5,2.25,1.61,54,Wednesday,2,2011,2010/2011
Aston Villa,Blackburn,M Atkinson,1.7,3.4,5.0,1.94,1.84,57,Saturday,2,2011,2010/2011
Everton,Sunderland,S Attwell,1.7,3.4,5.0,1.79,1.99,57,Saturday,2,2011,2010/2011
Newcastle,Bolton,C Foy,2.1,3.25,3.4,1.78,1.99,57,Saturday,2,2011,2010/2011
Wigan,Man United,M Clattenburg,5.75,3.8,1.55,1.89,1.88,57,Saturday,2,2011,2010/2011
Wolves,Blackpool,N Swarbrick,1.75,3.75,4.1,2.13,1.67,57,Saturday,2,2011,2010/2011
Man City,Fulham,P Walton,1.5,3.75,6.75,1.85,1.92,58,Sunday,2,2011,2010/2011
West Ham,Liverpool,M Halsey,3.4,3.1,2.15,1.68,2.12,58,Sunday,2,2011,2010/2011
Stoke,West Brom,M Oliver,1.95,3.25,3.8,1.8,1.99,59,Monday,2,2011,2010/2011
Chelsea,Man United,M Atkinson,2.25,3.2,3.05,1.66,2.17,3,Monday,3,2011,2010/2011
Arsenal,Sunderland,A Taylor,1.5,4.1,7.25,2.0,1.78,123,Tuesday,3,2011,2010/2011
Birmingham,West Brom,M Jones,2.3,3.2,3.3,1.67,2.14,123,Tuesday,3,2011,2010/2011
Bolton,Aston Villa,K Friend,2.25,3.2,3.1,1.82,1.95,123,Tuesday,3,2011,2010/2011
Fulham,Blackburn,M Clattenburg,1.7,3.4,5.0,1.73,2.06,123,Tuesday,3,2011,2010/2011
Man City,Wigan,S Attwell,1.3,4.75,9.75,1.99,1.79,123,Tuesday,3,2011,2010/2011
Newcastle,Everton,H Webb,2.6,3.2,2.6,1.74,2.04,123,Tuesday,3,2011,2010/2011
West Ham,Stoke,A Marriner,2.2,3.2,3.2,1.68,2.12,123,Tuesday,3,2011,2010/2011
Liverpool,Man United,P Dowd,2.85,3.25,2.55,1.67,2.15,154,Friday,3,2011,2010/2011
Wolves,Tottenham,M Halsey,3.0,3.3,2.4,1.78,2.0,154,Friday,3,2011,2010/2011
Blackpool,Chelsea,M Dean,8.0,5.25,1.3,2.52,1.48,184,Sunday,3,2011,2010/2011
Everton,Birmingham,P Walton,1.5,3.65,7.0,1.74,2.05,246,Saturday,3,2011,2010/2011
Aston Villa,Wolves,P Dowd,1.75,3.4,4.65,2.0,1.79,78,Saturday,3,2011,2010/2011
Blackburn,Blackpool,H Webb,1.75,3.5,4.5,2.32,1.57,78,Saturday,3,2011,2010/2011
Everton,Fulham,M Oliver,1.95,3.25,3.8,1.64,2.22,78,Saturday,3,2011,2010/2011
Man United,Bolton,A Marriner,1.38,4.4,7.75,2.21,1.64,78,Saturday,3,2011,2010/2011
Stoke,Newcastle,L Mason,2.2,3.25,3.1,1.64,2.21,78,Saturday,3,2011,2010/2011
Tottenham,West Ham,M Dean,1.55,3.8,5.75,2.1,1.72,78,Saturday,3,2011,2010/2011
West Brom,Arsenal,S Attwell,4.75,3.5,1.7,2.08,1.72,78,Saturday,3,2011,2010/2011
Wigan,Birmingham,L Probert,2.1,3.2,3.4,1.69,2.13,78,Saturday,3,2011,2010/2011
Chelsea,Man City,C Foy,1.6,3.7,5.5,1.78,2.02,79,Sunday,3,2011,2010/2011
Sunderland,Liverpool,K Friend,2.6,3.1,2.65,1.61,2.27,79,Sunday,3,2011,2010/2011
Arsenal,Blackburn,P Dowd,1.25,5.5,10.0,2.48,1.5,35,Friday,4,2011,2010/2011
Birmingham,Bolton,M Oliver,2.4,3.2,2.85,1.68,2.15,35,Friday,4,2011,2010/2011
Everton,Aston Villa,M Jones,1.8,3.4,4.3,1.9,1.88,35,Friday,4,2011,2010/2011
Newcastle,Wolves,M Dean,1.9,3.25,4.0,1.89,1.89,35,Friday,4,2011,2010/2011
Stoke,Chelsea,P Walton,5.25,3.75,1.6,1.84,1.94,35,Friday,4,2011,2010/2011
West Brom,Liverpool,M Atkinson,3.1,3.2,2.25,1.73,2.06,35,Friday,4,2011,2010/2011
West Ham,Man United,L Mason,4.6,3.6,1.7,1.97,1.81,35,Friday,4,2011,2010/2011
Wigan,Tottenham,A Marriner,3.05,3.25,2.25,1.81,1.97,35,Friday,4,2011,2010/2011
Fulham,Blackpool,S Attwell,1.5,3.8,6.5,2.32,1.56,63,Friday,4,2011,2010/2011
Man City,Sunderland,H Webb,1.45,3.85,7.5,1.88,1.89,63,Friday,4,2011,2010/2011
Blackburn,Birmingham,C Foy,1.9,3.25,4.0,1.71,2.09,247,Sunday,4,2011,2010/2011
Bolton,West Ham,L Probert,2.1,3.2,3.4,1.91,1.87,247,Sunday,4,2011,2010/2011
Chelsea,Wigan,H Webb,1.2,5.5,15.0,2.42,1.53,247,Sunday,4,2011,2010/2011
Man United,Fulham,M Jones,1.45,4.0,7.0,2.05,1.74,247,Sunday,4,2011,2010/2011
Sunderland,West Brom,P Walton,2.1,3.2,3.4,1.8,1.99,247,Sunday,4,2011,2010/2011
Tottenham,Stoke,K Friend,1.7,3.4,5.0,1.79,2.0,247,Sunday,4,2011,2010/2011
Wolves,Everton,P Dowd,2.45,3.2,2.75,1.77,2.01,247,Sunday,4,2011,2010/2011
Aston Villa,Newcastle,S Attwell,1.8,3.4,4.3,1.9,1.88,277,Tuesday,4,2011,2010/2011
Blackpool,Arsenal,L Mason,8.25,4.5,1.35,2.71,1.42,277,Tuesday,4,2011,2010/2011
Liverpool,Man City,M Halsey,2.35,3.2,2.9,1.7,2.11,308,Friday,4,2011,2010/2011
Birmingham,Sunderland,P Dowd,2.1,3.3,3.3,1.67,2.15,106,Saturday,4,2011,2010/2011
Blackpool,Wigan,P Walton,2.3,3.3,2.9,2.24,1.6,106,Saturday,4,2011,2010/2011
Everton,Blackburn,K Friend,1.7,3.6,4.6,1.99,1.8,106,Saturday,4,2011,2010/2011
West Brom,Chelsea,L Probert,5.25,3.5,1.65,2.02,1.77,106,Saturday,4,2011,2010/2011
West Ham,Aston Villa,M Halsey,2.2,3.3,3.1,2.05,1.74,106,Saturday,4,2011,2010/2011
Arsenal,Liverpool,A Marriner,1.7,3.5,4.75,1.93,1.86,107,Sunday,4,2011,2010/2011
Newcastle,Man United,L Probert,5.0,3.75,1.62,1.94,1.85,109,Tuesday,4,2011,2010/2011
Chelsea,Birmingham,M Jones,1.2,5.5,15.0,2.35,1.55,110,Wednesday,4,2011,2010/2011
Tottenham,Arsenal,M Atkinson,2.8,3.25,2.4,2.07,1.74,110,Wednesday,4,2011,2010/2011
Aston Villa,Stoke,C Foy,1.75,3.45,4.5,1.86,1.92,113,Saturday,4,2011,2010/2011
Blackpool,Newcastle,M Atkinson,2.85,3.25,2.35,2.17,1.64,113,Saturday,4,2011,2010/2011
Chelsea,West Ham,P Dowd,1.22,5.75,11.0,2.54,1.48,113,Saturday,4,2011,2010/2011
Liverpool,Birmingham,H Webb,1.4,4.2,7.75,1.98,1.8,113,Saturday,4,2011,2010/2011
Man United,Everton,P Walton,1.45,3.75,8.0,2.01,1.77,113,Saturday,4,2011,2010/2011
Sunderland,Wigan,L Probert,2.0,3.25,3.65,1.74,2.06,113,Saturday,4,2011,2010/2011
Tottenham,West Brom,S Attwell,1.5,3.9,6.25,2.11,1.69,113,Saturday,4,2011,2010/2011
Wolves,Fulham,M Oliver,2.45,3.2,2.75,1.7,2.1,113,Saturday,4,2011,2010/2011
Bolton,Arsenal,M Jones,4.6,3.6,1.7,2.17,1.65,114,Sunday,4,2011,2010/2011
Blackburn,Man City,A Marriner,3.6,3.3,2.0,1.77,2.01,115,Monday,4,2011,2010/2011
Stoke,Wolves,L Mason,1.8,3.4,4.33,1.74,2.06,116,Tuesday,4,2011,2010/2011
Fulham,Bolton,A Taylor,1.78,3.5,4.25,1.77,2.03,117,Wednesday,4,2011,2010/2011
Blackburn,Bolton,M Dean,1.9,3.4,3.8,1.85,1.94,120,Saturday,4,2011,2010/2011
Blackpool,Stoke,M Clattenburg,2.75,3.3,2.4,2.08,1.72,120,Saturday,4,2011,2010/2011
Chelsea,Tottenham,A Marriner,1.45,4.0,7.0,2.14,1.68,120,Saturday,4,2011,2010/2011
Sunderland,Fulham,M Atkinson,2.45,3.15,2.8,1.6,2.23,120,Saturday,4,2011,2010/2011
West Brom,Aston Villa,P Dowd,2.2,3.25,3.1,1.97,1.82,120,Saturday,4,2011,2010/2011
Wigan,Everton,L Mason,2.85,3.2,2.4,1.71,2.08,120,Saturday,4,2011,2010/2011
Arsenal,Man United,C Foy,2.5,3.2,2.7,1.82,1.97,5,Wednesday,5,2011,2010/2011
Birmingham,Wolves,K Friend,2.05,3.25,3.5,1.71,2.09,5,Wednesday,5,2011,2010/2011
Liverpool,Newcastle,P Walton,1.45,4.15,6.5,2.06,1.73,5,Wednesday,5,2011,2010/2011
Man City,West Ham,H Webb,1.36,4.5,8.0,2.12,1.68,5,Wednesday,5,2011,2010/2011
Aston Villa,Wigan,M Jones,1.75,3.45,4.5,1.97,1.82,186,Tuesday,5,2011,2010/2011
Bolton,Sunderland,K Friend,1.75,3.4,4.6,1.89,1.9,186,Tuesday,5,2011,2010/2011
Everton,Man City,P Dowd,2.6,3.2,2.6,1.75,2.05,186,Tuesday,5,2011,2010/2011
Newcastle,Birmingham,C Foy,1.85,3.35,4.1,1.83,1.96,186,Tuesday,5,2011,2010/2011
Tottenham,Blackpool,L Probert,1.29,5.25,8.5,2.84,1.39,186,Tuesday,5,2011,2010/2011
West Ham,Blackburn,P Walton,1.95,3.4,3.6,2.01,1.78,186,Tuesday,5,2011,2010/2011
Man United,Chelsea,H Webb,2.2,3.25,3.1,1.71,2.09,217,Friday,5,2011,2010/2011
Stoke,Arsenal,M Halsey,5.25,3.75,1.6,1.97,1.82,217,Friday,5,2011,2010/2011
Wolves,West Brom,M Dean,2.1,3.3,3.3,1.98,1.81,217,Friday,5,2011,2010/2011
Fulham,Liverpool,L Mason,2.95,3.25,2.3,1.7,2.11,248,Monday,5,2011,2010/2011
Man City,Tottenham,M Dean,1.9,3.3,4.0,1.88,1.91,278,Wednesday,5,2011,2010/2011
Blackburn,Man United,P Dowd,5.0,3.4,1.7,1.93,1.85,134,Saturday,5,2011,2010/2011
Blackpool,Bolton,A Marriner,2.1,3.4,3.2,2.23,1.6,134,Saturday,5,2011,2010/2011
Sunderland,Wolves,M Jones,2.4,3.25,2.8,1.74,2.06,134,Saturday,5,2011,2010/2011
West Brom,Everton,A Taylor,2.5,3.2,2.7,1.95,1.83,134,Saturday,5,2011,2010/2011
Arsenal,Aston Villa,M Oliver,1.35,4.5,8.25,2.28,1.57,135,Sunday,5,2011,2010/2011
Birmingham,Fulham,P Walton,2.15,3.2,3.3,1.63,2.21,135,Sunday,5,2011,2010/2011
Chelsea,Newcastle,L Mason,1.22,5.75,11.0,2.59,1.46,135,Sunday,5,2011,2010/2011
Liverpool,Tottenham,H Webb,1.7,3.65,4.5,1.98,1.8,135,Sunday,5,2011,2010/2011
Wigan,West Ham,M Dean,2.05,3.35,3.4,1.99,1.8,135,Sunday,5,2011,2010/2011
Man City,Stoke,L Probert,1.34,4.6,8.75,1.89,1.9,137,Tuesday,5,2011,2010/2011
Aston Villa,Liverpool,L Probert,3.15,3.35,2.15,1.93,1.85,142,Sunday,5,2011,2010/2011
Bolton,Man City,C Foy,5.15,3.8,1.6,2.09,1.7,142,Sunday,5,2011,2010/2011
Everton,Chelsea,P Walton,3.1,3.4,2.15,2.0,1.78,142,Sunday,5,2011,2010/2011
Fulham,Arsenal,M Atkinson,3.8,3.4,1.9,2.0,1.78,142,Sunday,5,2011,2010/2011
Man United,Blackpool,M Dean,1.55,4.1,5.25,2.39,1.53,142,Sunday,5,2011,2010/2011
Newcastle,West Brom,M Halsey,1.95,3.45,3.6,2.13,1.67,142,Sunday,5,2011,2010/2011
Stoke,Wigan,A Marriner,2.75,3.5,2.3,1.88,1.9,142,Sunday,5,2011,2010/2011
Tottenham,Birmingham,M Clattenburg,1.5,4.0,6.0,2.23,1.61,142,Sunday,5,2011,2010/2011
West Ham,Sunderland,A Taylor,1.95,3.4,3.65,2.14,1.67,142,Sunday,5,2011,2010/2011
Wolves,Blackburn,H Webb,2.05,3.0,3.8,2.0,1.79,142,Sunday,5,2011,2010/2011
Blackburn,Wolves,K Friend,2.0,3.3,3.6,1.82,1.96,225,Saturday,8,2011,2011/2012
Fulham,Aston Villa,L Mason,2.05,3.3,3.45,1.69,2.11,225,Saturday,8,2011,2011/2012
Liverpool,Sunderland,P Dowd,1.45,3.85,7.5,1.92,1.85,225,Saturday,8,2011,2011/2012
Newcastle,Arsenal,P Walton,3.65,3.25,2.0,1.98,1.8,225,Saturday,8,2011,2011/2012
QPR,Bolton,M Atkinson,2.25,3.25,3.05,1.66,2.16,225,Saturday,8,2011,2011/2012
Wigan,Norwich,S Attwell,2.05,3.25,3.5,1.88,1.89,225,Saturday,8,2011,2011/2012
Stoke,Chelsea,M Halsey,5.75,3.45,1.62,1.77,2.0,226,Sunday,8,2011,2011/2012
West Brom,Man United,M Jones,6.5,3.8,1.5,2.08,1.71,226,Sunday,8,2011,2011/2012
Man City,Swansea,M Dean,1.25,5.5,10.0,2.21,1.63,227,Monday,8,2011,2011/2012
Arsenal,Liverpool,M Atkinson,2.45,3.3,2.95,1.76,2.03,232,Saturday,8,2011,2011/2012
Aston Villa,Blackburn,S Attwell,1.65,3.5,5.5,1.91,1.86,232,Saturday,8,2011,2011/2012
Chelsea,West Brom,L Mason,1.28,5.5,9.0,2.3,1.56,232,Saturday,8,2011,2011/2012
Everton,QPR,K Friend,1.5,3.75,7.25,1.94,1.84,232,Saturday,8,2011,2011/2012
Sunderland,Newcastle,H Webb,2.15,3.3,3.5,1.69,2.12,232,Saturday,8,2011,2011/2012
Swansea,Wigan,P Dowd,2.1,3.25,3.45,1.7,2.09,232,Saturday,8,2011,2011/2012
Bolton,Man City,M Jones,5.0,3.5,1.78,1.87,1.91,233,Sunday,8,2011,2011/2012
Norwich,Stoke,N Swarbrick,2.55,3.3,2.8,1.68,2.13,233,Sunday,8,2011,2011/2012
Wolves,Fulham,M Dean,2.3,3.25,3.05,1.65,2.17,233,Sunday,8,2011,2011/2012
Man United,Tottenham,L Probert,1.62,3.75,5.25,2.1,1.7,234,Monday,8,2011,2011/2012
Aston Villa,Wolves,M Atkinson,2.0,3.4,3.9,1.88,1.89,239,Saturday,8,2011,2011/2012
Blackburn,Everton,L Mason,3.1,3.4,2.3,1.65,2.17,239,Saturday,8,2011,2011/2012
Chelsea,Norwich,M Jones,1.22,5.5,14.0,2.44,1.51,239,Saturday,8,2011,2011/2012
Liverpool,Bolton,L Probert,1.42,4.0,8.5,2.09,1.7,239,Saturday,8,2011,2011/2012
Swansea,Sunderland,M Halsey,2.35,3.2,3.0,1.71,2.08,239,Saturday,8,2011,2011/2012
Wigan,QPR,M Oliver,2.25,3.2,3.15,1.68,2.12,239,Saturday,8,2011,2011/2012
Man United,Arsenal,H Webb,1.45,4.0,7.5,2.01,1.77,240,Sunday,8,2011,2011/2012
Newcastle,Fulham,K Friend,2.0,3.25,3.8,1.7,2.09,240,Sunday,8,2011,2011/2012
Tottenham,Man City,P Dowd,2.9,3.4,2.45,2.0,1.78,240,Sunday,8,2011,2011/2012
West Brom,Stoke,M Dean,2.0,3.25,3.8,1.71,2.07,240,Sunday,8,2011,2011/2012
Arsenal,Swansea,S Attwell,1.33,4.75,9.25,2.17,1.65,282,Sunday,9,2011,2011/2012
Bolton,Man United,A Marriner,8.0,4.3,1.4,2.22,1.63,282,Sunday,9,2011,2011/2012
Everton,Aston Villa,M Oliver,2.1,3.25,3.75,1.7,2.08,282,Sunday,9,2011,2011/2012
Man City,Wigan,M Atkinson,1.14,7.0,20.0,2.54,1.47,282,Sunday,9,2011,2011/2012
Stoke,Liverpool,M Clattenburg,3.4,3.25,2.25,1.7,2.1,282,Sunday,9,2011,2011/2012
Sunderland,Chelsea,L Probert,5.5,3.6,1.65,1.81,1.97,282,Sunday,9,2011,2011/2012
Wolves,Tottenham,P Walton,2.85,3.4,2.45,1.85,1.92,282,Sunday,9,2011,2011/2012
Fulham,Blackburn,H Webb,1.65,3.4,5.75,1.78,1.99,313,Wednesday,9,2011,2011/2012
Norwich,West Brom,M Halsey,2.45,3.25,2.8,1.84,1.93,313,Wednesday,9,2011,2011/2012
QPR,Newcastle,P Dowd,2.45,3.3,2.95,1.68,2.12,343,Friday,9,2011,2011/2012
Aston Villa,Newcastle,N Swarbrick,1.9,3.4,4.0,1.86,1.92,260,Saturday,9,2011,2011/2012
Blackburn,Arsenal,A Marriner,4.5,3.4,1.88,1.86,1.91,260,Saturday,9,2011,2011/2012
Bolton,Norwich,H Webb,1.75,3.45,4.75,1.96,1.81,260,Saturday,9,2011,2011/2012
Everton,Wigan,P Walton,1.53,3.75,6.5,1.85,1.92,260,Saturday,9,2011,2011/2012
Swansea,West Brom,M Atkinson,2.6,3.25,2.8,1.68,2.13,260,Saturday,9,2011,2011/2012
Wolves,QPR,A Taylor,1.9,3.35,4.0,1.74,2.05,260,Saturday,9,2011,2011/2012
Fulham,Man City,M Clattenburg,6.5,3.75,1.53,1.93,1.85,261,Sunday,9,2011,2011/2012
Man United,Chelsea,P Dowd,1.85,3.5,4.5,1.85,1.92,261,Sunday,9,2011,2011/2012
Sunderland,Stoke,K Friend,2.4,3.15,2.95,1.61,2.25,261,Sunday,9,2011,2011/2012
Tottenham,Liverpool,M Jones,2.7,3.25,2.7,1.84,1.94,261,Sunday,9,2011,2011/2012
Arsenal,Bolton,M Clattenburg,1.45,4.33,7.75,2.3,1.57,267,Saturday,9,2011,2011/2012
Chelsea,Swansea,M Dean,1.2,6.25,13.0,2.61,1.44,267,Saturday,9,2011,2011/2012
Liverpool,Wolves,K Friend,1.35,4.6,9.0,2.05,1.75,267,Saturday,9,2011,2011/2012
Man City,Everton,H Webb,1.4,4.4,7.75,2.15,1.67,267,Saturday,9,2011,2011/2012
Newcastle,Blackburn,M Atkinson,1.8,3.4,4.5,1.81,1.97,267,Saturday,9,2011,2011/2012
Stoke,Man United,P Walton,6.5,4.0,1.5,2.01,1.78,267,Saturday,9,2011,2011/2012
West Brom,Fulham,S Attwell,2.25,3.2,3.2,1.73,2.08,267,Saturday,9,2011,2011/2012
Wigan,Tottenham,J Moss,4.0,3.35,1.9,1.88,1.9,267,Saturday,9,2011,2011/2012
QPR,Aston Villa,M Oliver,2.3,3.3,3.2,1.64,2.21,268,Sunday,9,2011,2011/2012
Norwich,Sunderland,C Foy,2.5,3.25,2.9,1.8,1.98,269,Monday,9,2011,2011/2012
Aston Villa,Wigan,M Clattenburg,1.6,3.8,5.5,1.9,1.87,10,Monday,10,2011,2011/2012
Blackburn,Man City,P Dowd,5.75,3.8,1.57,2.13,1.69,10,Monday,10,2011,2011/2012
Everton,Liverpool,M Atkinson,3.1,3.2,2.4,1.71,2.09,10,Monday,10,2011,2011/2012
Man United,Norwich,S Attwell,1.15,7.0,16.0,3.06,1.34,10,Monday,10,2011,2011/2012
Sunderland,West Brom,L Mason,2.15,3.3,3.3,1.79,1.99,10,Monday,10,2011,2011/2012
Wolves,Newcastle,M Halsey,2.45,3.2,2.85,1.73,2.06,10,Monday,10,2011,2011/2012
Bolton,Chelsea,P Walton,6.5,3.75,1.53,2.16,1.66,41,Thursday,10,2011,2011/2012
Fulham,QPR,A Marriner,2.0,3.5,3.8,1.73,2.06,41,Thursday,10,2011,2011/2012
Swansea,Stoke,M Jones,2.5,3.25,2.75,1.61,2.26,41,Thursday,10,2011,2011/2012
Tottenham,Arsenal,M Dean,2.15,3.4,3.4,2.17,1.66,41,Thursday,10,2011,2011/2012
Chelsea,Everton,M Jones,1.35,4.5,9.0,2.14,1.67,288,Saturday,10,2011,2011/2012
Liverpool,Man United,A Marriner,3.1,3.3,2.35,1.87,1.91,288,Saturday,10,2011,2011/2012
Man City,Aston Villa,A Taylor,1.34,4.75,8.75,2.25,1.6,288,Saturday,10,2011,2011/2012
Norwich,Swansea,J Moss,2.15,3.3,3.3,1.78,2.01,288,Saturday,10,2011,2011/2012
QPR,Blackburn,M Clattenburg,1.8,3.4,4.5,1.86,1.92,288,Saturday,10,2011,2011/2012
Stoke,Fulham,M Atkinson,2.1,3.25,3.45,1.63,2.21,288,Saturday,10,2011,2011/2012
Wigan,Bolton,M Dean,2.3,3.3,3.2,1.88,1.9,288,Saturday,10,2011,2011/2012
Arsenal,Sunderland,H Webb,1.42,4.3,7.5,2.16,1.66,289,Sunday,10,2011,2011/2012
Newcastle,Tottenham,L Probert,2.8,3.5,2.45,1.97,1.81,289,Sunday,10,2011,2011/2012
West Brom,Wolves,C Foy,2.0,3.25,3.8,1.84,1.93,289,Sunday,10,2011,2011/2012
Aston Villa,West Brom,P Dowd,1.9,3.4,4.0,1.82,1.96,295,Saturday,10,2011,2011/2012
Bolton,Sunderland,M Jones,2.1,3.25,3.45,1.87,1.91,295,Saturday,10,2011,2011/2012
Liverpool,Norwich,P Walton,1.29,5.0,10.5,2.2,1.64,295,Saturday,10,2011,2011/2012
Newcastle,Wigan,N Swarbrick,1.57,3.75,6.0,1.93,1.85,295,Saturday,10,2011,2011/2012
Wolves,Swansea,M Oliver,2.0,3.4,3.9,1.8,1.97,295,Saturday,10,2011,2011/2012
Arsenal,Stoke,L Mason,1.57,3.9,6.5,2.03,1.75,296,Sunday,10,2011,2011/2012
Blackburn,Tottenham,S Attwell,3.85,3.5,1.9,2.0,1.78,296,Sunday,10,2011,2011/2012
Fulham,Everton,L Probert,2.3,3.2,3.1,1.64,2.2,296,Sunday,10,2011,2011/2012
Man United,Man City,M Clattenburg,2.05,3.3,3.8,2.02,1.76,296,Sunday,10,2011,2011/2012
QPR,Chelsea,C Foy,9.0,4.5,1.35,2.16,1.66,296,Sunday,10,2011,2011/2012
Chelsea,Arsenal,A Marriner,1.62,3.9,5.0,2.15,1.67,302,Saturday,10,2011,2011/2012
Everton,Man United,M Halsey,4.6,3.7,1.72,1.94,1.84,302,Saturday,10,2011,2011/2012
Man City,Wolves,S Attwell,1.15,7.0,17.5,2.8,1.39,302,Saturday,10,2011,2011/2012
Norwich,Blackburn,A Taylor,1.88,3.5,4.0,1.92,1.85,302,Saturday,10,2011,2011/2012
Sunderland,Aston Villa,C Foy,2.15,3.4,3.5,1.76,2.02,302,Saturday,10,2011,2011/2012
Swansea,Bolton,M Clattenburg,2.05,3.4,3.5,1.88,1.89,302,Saturday,10,2011,2011/2012
West Brom,Liverpool,L Mason,3.8,3.3,2.05,1.79,1.99,302,Saturday,10,2011,2011/2012
Wigan,Fulham,M Jones,2.9,3.2,2.45,1.7,2.1,302,Saturday,10,2011,2011/2012
Tottenham,QPR,H Webb,1.34,4.75,9.0,2.28,1.57,303,Sunday,10,2011,2011/2012
Stoke,Newcastle,M Dean,2.1,3.25,3.75,1.64,2.19,304,Monday,10,2011,2011/2012
Arsenal,West Brom,M Oliver,1.42,4.6,6.75,2.25,1.58,131,Wednesday,11,2011,2011/2012
Aston Villa,Norwich,K Friend,1.8,3.4,4.5,1.93,1.85,131,Wednesday,11,2011,2011/2012
Blackburn,Chelsea,M Dean,7.0,4.5,1.42,2.31,1.56,131,Wednesday,11,2011,2011/2012
Liverpool,Swansea,P Dowd,1.3,5.25,9.0,2.22,1.6,131,Wednesday,11,2011,2011/2012
Man United,Sunderland,L Mason,1.25,5.5,11.0,2.5,1.48,131,Wednesday,11,2011,2011/2012
Newcastle,Everton,A Marriner,2.2,3.3,3.4,1.76,2.02,131,Wednesday,11,2011,2011/2012
QPR,Man City,M Atkinson,8.5,5.0,1.33,2.37,1.53,131,Wednesday,11,2011,2011/2012
Bolton,Stoke,H Webb,2.45,3.3,2.95,1.87,1.91,162,Saturday,11,2011,2011/2012
Fulham,Tottenham,P Walton,3.25,3.4,2.25,1.92,1.85,162,Saturday,11,2011,2011/2012
Wolves,Wigan,L Probert,1.91,3.4,4.0,1.82,1.96,162,Saturday,11,2011,2011/2012
Everton,Wolves,J Moss,1.6,3.6,5.85,1.9,1.87,323,Saturday,11,2011,2011/2012
Man City,Newcastle,C Foy,1.3,5.0,9.5,2.39,1.53,323,Saturday,11,2011,2011/2012
Norwich,Arsenal,P Dowd,5.0,3.8,1.7,2.26,1.59,323,Saturday,11,2011,2011/2012
Stoke,QPR,M Jones,1.75,3.45,4.75,1.75,2.04,323,Saturday,11,2011,2011/2012
Sunderland,Fulham,A Taylor,2.35,3.1,3.1,1.72,2.07,323,Saturday,11,2011,2011/2012
Swansea,Man United,M Dean,6.25,4.2,1.53,1.99,1.79,323,Saturday,11,2011,2011/2012
West Brom,Bolton,N Swarbrick,1.95,3.35,3.85,1.99,1.79,323,Saturday,11,2011,2011/2012
Wigan,Blackburn,A Marriner,2.5,3.25,2.75,1.89,1.88,323,Saturday,11,2011,2011/2012
Chelsea,Liverpool,L Probert,1.75,3.6,4.5,1.92,1.86,324,Sunday,11,2011,2011/2012
Tottenham,Aston Villa,M Halsey,1.5,4.33,6.5,2.23,1.6,325,Monday,11,2011,2011/2012
Arsenal,Fulham,M Dean,1.4,4.3,8.0,2.2,1.65,330,Saturday,11,2011,2011/2012
Bolton,Everton,M Oliver,3.0,3.2,2.35,1.93,1.85,330,Saturday,11,2011,2011/2012
Chelsea,Wolves,L Mason,1.22,6.0,11.5,2.53,1.48,330,Saturday,11,2011,2011/2012
Man United,Newcastle,M Jones,1.37,4.6,8.25,2.13,1.69,330,Saturday,11,2011,2011/2012
Norwich,QPR,M Clattenburg,2.2,3.3,3.2,1.94,1.83,330,Saturday,11,2011,2011/2012
Stoke,Blackburn,M Halsey,1.8,3.5,4.75,1.9,1.87,330,Saturday,11,2011,2011/2012
Sunderland,Wigan,K Friend,1.62,3.65,5.5,1.88,1.89,330,Saturday,11,2011,2011/2012
West Brom,Tottenham,L Probert,4.0,3.4,1.9,2.02,1.76,330,Saturday,11,2011,2011/2012
Liverpool,Man City,M Atkinson,2.9,3.2,2.4,1.94,1.84,331,Sunday,11,2011,2011/2012
Swansea,Aston Villa,N Swarbrick,2.2,3.3,3.4,1.78,2.0,331,Sunday,11,2011,2011/2012
Aston Villa,Man United,L Probert,5.0,3.5,1.7,1.91,1.88,71,Saturday,12,2011,2011/2012
Blackburn,Swansea,C Foy,2.15,3.3,3.3,1.87,1.91,71,Saturday,12,2011,2011/2012
