HomeTeam,AwayTeam,Referee,BWH,BWD,BWA,Avg<2.5,Avg>2.5,Day_of_year,Day_of_week,Month,Year,Season
Wolves,West Ham,D Coote,2.1,3.4,3.75,1.86,1.96,29,Tuesday,1,2019,2018/2019
Bournemouth,Chelsea,R East,5.5,4.1,1.6,2.2,1.68,30,Wednesday,1,2019,2018/2019
Liverpool,Leicester,M Atkinson,1.22,6.5,13.0,2.55,1.51,30,Wednesday,1,2019,2018/2019
Southampton,Crystal Palace,A Marriner,2.3,3.3,3.2,1.85,1.98,30,Wednesday,1,2019,2018/2019
Tottenham,Watford,G Scott,1.65,3.9,5.25,2.13,1.72,30,Wednesday,1,2019,2018/2019
Brighton,Watford,S Hooper,2.45,3.3,2.95,1.7,2.17,33,Saturday,2,2019,2018/2019
Burnley,Southampton,A Taylor,2.5,3.3,2.85,1.77,2.06,33,Saturday,2,2019,2018/2019
Cardiff,Bournemouth,J Moss,3.0,3.4,2.35,1.89,1.92,33,Saturday,2,2019,2018/2019
Chelsea,Huddersfield,P Tierney,1.17,7.5,16.5,2.27,1.63,33,Saturday,2,2019,2018/2019
Crystal Palace,Fulham,M Oliver,2.0,3.5,3.8,1.84,1.98,33,Saturday,2,2019,2018/2019
Everton,Wolves,L Mason,2.3,3.3,3.2,1.77,2.06,33,Saturday,2,2019,2018/2019
Tottenham,Newcastle,A Marriner,1.42,4.5,8.25,1.98,1.84,33,Saturday,2,2019,2018/2019
Leicester,Man United,M Dean,3.7,3.4,2.05,2.02,1.81,61,Saturday,2,2019,2018/2019
Man City,Arsenal,M Atkinson,1.3,6.0,8.75,3.19,1.35,61,Saturday,2,2019,2018/2019
West Ham,Liverpool,K Friend,7.75,5.25,1.36,2.36,1.59,92,Tuesday,2,2019,2018/2019
Everton,Man City,C Pawson,10.0,6.0,1.28,2.61,1.49,153,Sunday,2,2019,2018/2019
Brighton,Burnley,S Attwell,2.0,3.3,4.1,1.63,2.29,245,Monday,2,2019,2018/2019
Crystal Palace,West Ham,C Pawson,2.05,3.4,3.75,1.82,2.01,245,Monday,2,2019,2018/2019
Fulham,Man United,P Tierney,5.5,4.0,1.62,2.34,1.6,245,Monday,2,2019,2018/2019
Huddersfield,Arsenal,J Moss,5.5,4.1,1.6,2.04,1.79,245,Monday,2,2019,2018/2019
Liverpool,Bournemouth,A Taylor,1.19,7.25,13.5,2.87,1.41,245,Monday,2,2019,2018/2019
Southampton,Cardiff,M Atkinson,1.75,3.7,4.75,1.77,2.06,245,Monday,2,2019,2018/2019
Watford,Everton,L Probert,2.25,3.4,3.2,1.89,1.92,245,Monday,2,2019,2018/2019
Man City,Chelsea,M Dean,1.48,4.5,6.5,2.29,1.62,275,Wednesday,2,2019,2018/2019
Tottenham,Leicester,M Oliver,1.65,3.9,5.25,2.02,1.81,275,Wednesday,2,2019,2018/2019
Wolves,Newcastle,G Scott,1.7,3.6,5.5,1.66,2.22,306,Saturday,2,2019,2018/2019
Cardiff,Watford,S Hooper,3.1,3.3,2.4,1.78,2.04,53,Friday,2,2019,2018/2019
West Ham,Fulham,L Mason,1.91,3.75,4.0,2.18,1.7,53,Friday,2,2019,2018/2019
Bournemouth,Wolves,R East,2.8,3.25,2.6,1.78,2.06,54,Saturday,2,2019,2018/2019
Burnley,Tottenham,M Dean,5.25,3.7,1.7,2.11,1.74,54,Saturday,2,2019,2018/2019
Leicester,Crystal Palace,A Taylor,2.15,3.3,3.5,1.68,2.19,54,Saturday,2,2019,2018/2019
Newcastle,Huddersfield,K Friend,1.83,3.4,4.75,1.55,2.47,54,Saturday,2,2019,2018/2019
Arsenal,Southampton,G Scott,1.45,4.5,7.0,2.32,1.6,55,Sunday,2,2019,2018/2019
Man United,Liverpool,M Oliver,3.0,3.4,2.35,2.03,1.79,55,Sunday,2,2019,2018/2019
Cardiff,Everton,K Friend,3.7,3.3,2.15,1.75,2.09,57,Tuesday,2,2019,2018/2019
Huddersfield,Wolves,D Coote,5.0,3.4,1.83,1.56,2.44,57,Tuesday,2,2019,2018/2019
Leicester,Brighton,L Probert,1.91,3.4,4.5,1.68,2.21,57,Tuesday,2,2019,2018/2019
Newcastle,Burnley,C Pawson,2.1,3.3,3.8,1.61,2.34,57,Tuesday,2,2019,2018/2019
Arsenal,Bournemouth,C Kavanagh,1.44,4.75,7.0,2.54,1.52,58,Wednesday,2,2019,2018/2019
Chelsea,Tottenham,A Marriner,2.3,3.4,3.1,1.98,1.84,58,Wednesday,2,2019,2018/2019
Crystal Palace,Man United,M Atkinson,3.1,3.4,2.3,1.94,1.88,58,Wednesday,2,2019,2018/2019
Liverpool,Watford,G Scott,1.25,6.0,12.5,2.48,1.54,58,Wednesday,2,2019,2018/2019
Man City,West Ham,S Attwell,1.16,7.5,17.0,3.36,1.34,58,Wednesday,2,2019,2018/2019
Southampton,Fulham,A Taylor,1.91,3.4,4.25,1.92,1.9,58,Wednesday,2,2019,2018/2019
Bournemouth,Man City,K Friend,12.0,7.0,1.22,2.97,1.39,34,Sunday,3,2019,2018/2019
Brighton,Huddersfield,M Dean,1.78,3.4,5.25,1.55,2.48,34,Sunday,3,2019,2018/2019
Burnley,Crystal Palace,L Probert,2.75,3.2,2.65,1.76,2.08,34,Sunday,3,2019,2018/2019
Man United,Southampton,S Attwell,1.44,4.5,7.5,2.19,1.69,34,Sunday,3,2019,2018/2019
Tottenham,Arsenal,A Taylor,2.05,3.4,3.75,2.31,1.62,34,Sunday,3,2019,2018/2019
West Ham,Newcastle,C Kavanagh,2.1,3.4,3.6,1.86,1.96,34,Sunday,3,2019,2018/2019
Wolves,Cardiff,A Marriner,1.5,4.2,7.0,1.85,1.98,34,Sunday,3,2019,2018/2019
Everton,Liverpool,M Atkinson,5.5,4.1,1.6,1.93,1.89,62,Sunday,3,2019,2018/2019
Fulham,Chelsea,G Scott,6.0,4.33,1.53,2.21,1.68,62,Sunday,3,2019,2018/2019
Watford,Leicester,J Moss,2.45,3.2,3.0,1.87,1.95,62,Sunday,3,2019,2018/2019
Cardiff,West Ham,G Scott,3.4,3.3,2.2,1.89,1.94,246,Tuesday,3,2019,2018/2019
Crystal Palace,Brighton,C Pawson,1.8,3.5,4.75,1.7,2.17,246,Tuesday,3,2019,2018/2019
Huddersfield,Bournemouth,A Taylor,3.4,3.2,2.25,1.67,2.22,246,Tuesday,3,2019,2018/2019
Leicester,Fulham,D Coote,1.6,4.1,5.5,2.19,1.69,246,Tuesday,3,2019,2018/2019
Man City,Watford,P Tierney,1.14,8.5,18.0,3.32,1.32,246,Tuesday,3,2019,2018/2019
Newcastle,Everton,L Mason,2.75,3.1,2.75,1.6,2.36,246,Tuesday,3,2019,2018/2019
Southampton,Tottenham,K Friend,4.2,3.7,1.85,2.03,1.8,246,Tuesday,3,2019,2018/2019
Arsenal,Man United,J Moss,2.35,3.5,2.95,2.23,1.66,276,Thursday,3,2019,2018/2019
Chelsea,Wolves,M Oliver,1.55,4.0,6.5,1.92,1.9,276,Thursday,3,2019,2018/2019
Liverpool,Burnley,A Marriner,1.17,7.5,15.5,2.75,1.44,276,Thursday,3,2019,2018/2019
Bournemouth,Newcastle,M Dean,2.05,3.4,3.8,1.82,2.01,75,Saturday,3,2019,2018/2019
Burnley,Leicester,M Oliver,3.0,3.3,2.4,1.82,2.01,75,Saturday,3,2019,2018/2019
West Ham,Huddersfield,J Moss,1.57,4.0,6.0,1.85,1.98,75,Saturday,3,2019,2018/2019
Everton,Chelsea,A Taylor,4.1,3.6,1.9,1.89,1.92,76,Sunday,3,2019,2018/2019
Fulham,Liverpool,C Pawson,10.5,6.5,1.25,2.62,1.48,76,Sunday,3,2019,2018/2019
Brighton,Southampton,M Oliver,2.6,3.0,3.0,1.56,2.44,89,Saturday,3,2019,2018/2019
Burnley,Wolves,C Kavanagh,3.2,3.1,2.4,1.63,2.3,89,Saturday,3,2019,2018/2019
Crystal Palace,Huddersfield,L Probert,1.45,4.25,8.0,1.72,2.15,89,Saturday,3,2019,2018/2019
Fulham,Man City,K Friend,18.0,9.25,1.13,3.55,1.29,89,Saturday,3,2019,2018/2019
Leicester,Bournemouth,L Mason,1.8,3.75,4.33,2.21,1.68,89,Saturday,3,2019,2018/2019
Man United,Watford,S Attwell,1.42,4.75,7.5,2.27,1.65,89,Saturday,3,2019,2018/2019
West Ham,Everton,P Tierney,2.55,3.3,2.8,2.04,1.79,89,Saturday,3,2019,2018/2019
Cardiff,Chelsea,C Pawson,7.5,4.33,1.45,2.06,1.77,90,Sunday,3,2019,2018/2019
Liverpool,Tottenham,M Atkinson,1.6,4.1,5.5,2.21,1.68,90,Sunday,3,2019,2018/2019
Arsenal,Newcastle,A Taylor,1.36,5.0,8.5,2.36,1.59,4,Friday,4,2019,2018/2019
Watford,Fulham,R East,1.72,3.9,4.75,2.17,1.7,35,Monday,4,2019,2018/2019
Wolves,Man United,M Dean,4.0,3.6,1.91,1.8,2.03,35,Monday,4,2019,2018/2019
Chelsea,Brighton,G Scott,1.26,5.75,11.5,2.16,1.7,63,Monday,4,2019,2018/2019
Man City,Cardiff,J Moss,1.06,13.0,36.0,4.15,1.22,63,Monday,4,2019,2018/2019
Tottenham,Crystal Palace,A Marriner,1.42,4.75,7.25,2.24,1.65,63,Monday,4,2019,2018/2019
Southampton,Liverpool,P Tierney,8.5,4.75,1.4,2.15,1.71,124,Saturday,4,2019,2018/2019
Bournemouth,Burnley,M Atkinson,2.1,3.5,3.5,1.99,1.84,155,Tuesday,4,2019,2018/2019
Huddersfield,Leicester,D Coote,5.0,3.8,1.7,1.83,2.0,155,Tuesday,4,2019,2018/2019
Newcastle,Crystal Palace,S Attwell,2.5,3.2,3.0,1.65,2.26,155,Tuesday,4,2019,2018/2019
Everton,Arsenal,K Friend,3.1,3.6,2.2,2.19,1.68,185,Thursday,4,2019,2018/2019
Chelsea,West Ham,C Kavanagh,1.34,5.25,9.0,2.51,1.52,216,Sunday,4,2019,2018/2019
Leicester,Newcastle,C Kavanagh,1.65,3.9,5.5,1.9,1.92,338,Wednesday,4,2019,2018/2019
Brighton,Bournemouth,K Friend,2.3,3.2,3.3,1.77,2.08,103,Saturday,4,2019,2018/2019
Burnley,Cardiff,M Dean,1.91,3.4,4.25,1.77,2.06,103,Saturday,4,2019,2018/2019
Fulham,Everton,L Probert,4.4,4.0,1.75,2.14,1.72,103,Saturday,4,2019,2018/2019
Man United,West Ham,G Scott,1.42,4.75,7.5,2.55,1.52,103,Saturday,4,2019,2018/2019
Southampton,Wolves,J Moss,2.6,3.1,2.9,1.62,2.32,103,Saturday,4,2019,2018/2019
Tottenham,Huddersfield,L Mason,1.2,7.0,14.0,2.66,1.47,103,Saturday,4,2019,2018/2019
Crystal Palace,Man City,M Atkinson,10.0,5.5,1.3,2.34,1.6,104,Sunday,4,2019,2018/2019
Liverpool,Chelsea,M Oliver,1.67,4.0,5.0,2.06,1.77,104,Sunday,4,2019,2018/2019
Watford,Arsenal,C Pawson,3.1,3.6,2.2,2.4,1.57,105,Monday,4,2019,2018/2019
Brighton,Cardiff,A Marriner,2.0,3.2,4.33,1.61,2.32,106,Tuesday,4,2019,2018/2019
Bournemouth,Fulham,D Coote,1.62,4.25,5.0,2.46,1.54,110,Saturday,4,2019,2018/2019
Huddersfield,Watford,R East,4.4,3.75,1.8,1.99,1.83,110,Saturday,4,2019,2018/2019
Man City,Tottenham,M Oliver,1.28,6.0,10.0,2.8,1.43,110,Saturday,4,2019,2018/2019
Newcastle,Southampton,A Taylor,2.45,3.1,3.1,1.6,2.34,110,Saturday,4,2019,2018/2019
West Ham,Leicester,L Probert,3.1,3.4,2.3,2.14,1.71,110,Saturday,4,2019,2018/2019
Wolves,Brighton,C Pawson,1.72,3.5,5.5,1.59,2.38,110,Saturday,4,2019,2018/2019
Arsenal,Crystal Palace,J Moss,1.53,4.5,5.75,2.38,1.58,111,Sunday,4,2019,2018/2019
Cardiff,Liverpool,M Atkinson,16.5,6.25,1.2,2.48,1.53,111,Sunday,4,2019,2018/2019
Everton,Man United,P Tierney,3.2,3.4,2.25,1.95,1.86,111,Sunday,4,2019,2018/2019
Chelsea,Burnley,K Friend,1.26,6.0,11.0,2.29,1.62,112,Monday,4,2019,2018/2019
Tottenham,Brighton,C Kavanagh,1.3,5.5,11.5,2.15,1.71,113,Tuesday,4,2019,2018/2019
Watford,Southampton,M Dean,2.2,3.4,3.4,2.01,1.82,113,Tuesday,4,2019,2018/2019
Man United,Man City,A Marriner,7.0,4.75,1.44,2.54,1.52,114,Wednesday,4,2019,2018/2019
Wolves,Arsenal,S Attwell,2.85,3.4,2.45,1.94,1.88,114,Wednesday,4,2019,2018/2019
Liverpool,Huddersfield,K Friend,1.05,14.0,34.0,4.17,1.22,116,Friday,4,2019,2018/2019
Brighton,Newcastle,M Dean,2.25,3.1,3.5,1.58,2.39,117,Saturday,4,2019,2018/2019
Crystal Palace,Everton,L Mason,2.55,3.4,2.75,1.88,1.94,117,Saturday,4,2019,2018/2019
Fulham,Cardiff,C Kavanagh,2.35,3.5,2.95,2.11,1.73,117,Saturday,4,2019,2018/2019
Southampton,Bournemouth,G Scott,1.9,3.6,4.1,2.08,1.75,117,Saturday,4,2019,2018/2019
Tottenham,West Ham,A Taylor,1.42,4.6,7.5,2.5,1.53,117,Saturday,4,2019,2018/2019
Watford,Wolves,S Hooper,2.55,3.2,2.9,1.68,2.19,117,Saturday,4,2019,2018/2019
Burnley,Man City,P Tierney,18.5,8.0,1.15,2.88,1.41,118,Sunday,4,2019,2018/2019
Leicester,Arsenal,M Oliver,2.7,3.6,2.5,2.33,1.61,118,Sunday,4,2019,2018/2019
Man United,Chelsea,M Atkinson,2.65,3.4,2.65,1.97,1.85,118,Sunday,4,2019,2018/2019
Everton,Burnley,C Kavanagh,1.65,3.8,5.75,1.99,1.84,64,Tuesday,5,2019,2018/2019
Bournemouth,Tottenham,C Pawson,4.1,3.8,1.83,2.3,1.62,95,Friday,5,2019,2018/2019
Cardiff,Crystal Palace,M Oliver,2.55,3.6,2.65,1.88,1.93,95,Friday,5,2019,2018/2019
Newcastle,Liverpool,A Marriner,10.0,5.0,1.33,2.14,1.71,95,Friday,5,2019,2018/2019
West Ham,Southampton,S Attwell,2.3,3.6,2.95,2.32,1.61,95,Friday,5,2019,2018/2019
Wolves,Fulham,J Moss,1.55,4.1,6.25,2.03,1.8,95,Friday,5,2019,2018/2019
Arsenal,Brighton,A Taylor,1.36,4.75,9.25,2.2,1.67,125,Sunday,5,2019,2018/2019
Chelsea,Watford,P Tierney,1.4,4.75,8.0,2.34,1.6,125,Sunday,5,2019,2018/2019
Huddersfield,Man United,L Mason,8.75,5.5,1.33,2.22,1.67,125,Sunday,5,2019,2018/2019
Man City,Leicester,M Dean,1.14,8.75,17.0,3.42,1.31,156,Wednesday,5,2019,2018/2019
Brighton,Man City,M Oliver,17.5,8.75,1.14,2.86,1.41,339,Thursday,5,2019,2018/2019
Burnley,Arsenal,M Dean,3.1,3.75,2.15,2.39,1.57,339,Thursday,5,2019,2018/2019
Crystal Palace,Bournemouth,R East,1.85,3.9,3.9,2.45,1.54,339,Thursday,5,2019,2018/2019
Fulham,Newcastle,K Friend,2.55,3.6,2.65,2.08,1.75,339,Thursday,5,2019,2018/2019
Leicester,Chelsea,A Taylor,2.35,3.6,2.85,2.16,1.7,339,Thursday,5,2019,2018/2019
Liverpool,Wolves,M Atkinson,1.3,5.75,9.5,2.31,1.61,339,Thursday,5,2019,2018/2019
Man United,Cardiff,J Moss,1.25,6.25,11.0,2.95,1.39,339,Thursday,5,2019,2018/2019
Southampton,Huddersfield,L Probert,1.42,4.75,7.25,2.29,1.62,339,Thursday,5,2019,2018/2019
Tottenham,Everton,A Marriner,2.1,3.5,3.5,2.07,1.76,339,Thursday,5,2019,2018/2019
Watford,West Ham,C Kavanagh,2.2,3.7,3.1,2.44,1.55,339,Thursday,5,2019,2018/2019
Liverpool,Norwich,M Oliver,1.14,8.25,18.5,2.92,1.41,251,Sunday,8,2019,2019/2020
West Ham,Man City,M Dean,11.5,5.75,1.26,2.65,1.48,281,Tuesday,8,2019,2019/2020
Bournemouth,Sheffield United,K Friend,1.95,3.6,3.9,1.93,1.9,281,Tuesday,8,2019,2019/2020
Burnley,Southampton,G Scott,2.65,3.2,2.75,1.73,2.12,281,Tuesday,8,2019,2019/2020
Crystal Palace,Everton,J Moss,3.2,3.2,2.35,1.7,2.18,281,Tuesday,8,2019,2019/2020
Watford,Brighton,C Pawson,1.9,3.4,4.33,1.71,2.16,281,Tuesday,8,2019,2019/2020
Tottenham,Aston Villa,C Kavanagh,1.3,5.5,10.0,2.26,1.65,281,Tuesday,8,2019,2019/2020
Leicester,Wolves,A Marriner,2.25,3.3,3.3,1.7,2.17,312,Friday,8,2019,2019/2020
Newcastle,Arsenal,M Atkinson,4.5,3.75,1.78,2.07,1.77,312,Friday,8,2019,2019/2020
Man United,Chelsea,A Taylor,2.15,3.3,3.5,1.83,2.01,312,Friday,8,2019,2019/2020
Arsenal,Burnley,M Dean,1.3,5.5,10.0,2.34,1.6,229,Saturday,8,2019,2019/2020
Aston Villa,Bournemouth,M Atkinson,2.25,3.5,3.1,2.03,1.81,229,Saturday,8,2019,2019/2020
Brighton,West Ham,A Taylor,2.5,3.3,2.9,1.87,1.95,229,Saturday,8,2019,2019/2020
Everton,Watford,L Mason,1.67,4.0,5.0,2.05,1.79,229,Saturday,8,2019,2019/2020
Norwich,Newcastle,S Attwell,2.25,3.3,3.3,1.88,1.95,229,Saturday,8,2019,2019/2020
Southampton,Liverpool,A Marriner,6.25,4.75,1.48,2.28,1.64,229,Saturday,8,2019,2019/2020
Man City,Tottenham,M Oliver,1.35,5.5,7.75,2.55,1.52,229,Saturday,8,2019,2019/2020
Sheffield United,Crystal Palace,D Coote,2.55,3.2,2.9,1.6,2.37,230,Sunday,8,2019,2019/2020
Chelsea,Leicester,O Langford,1.72,3.7,5.0,1.86,1.96,230,Sunday,8,2019,2019/2020
Wolves,Man United,J Moss,3.3,3.25,2.3,1.74,2.12,231,Monday,8,2019,2019/2020
Aston Villa,Everton,M Oliver,3.1,3.5,2.25,2.05,1.79,235,Friday,8,2019,2019/2020
Norwich,Chelsea,M Atkinson,4.33,3.8,1.8,2.44,1.56,236,Saturday,8,2019,2019/2020
Brighton,Southampton,K Friend,2.4,3.2,3.1,1.75,2.1,236,Saturday,8,2019,2019/2020
Man United,Crystal Palace,P Tierney,1.36,5.0,8.5,2.09,1.76,236,Saturday,8,2019,2019/2020
Sheffield United,Leicester,A Madley,3.5,3.2,2.2,1.63,2.3,236,Saturday,8,2019,2019/2020
Watford,West Ham,C Kavanagh,2.1,3.6,3.4,2.13,1.73,236,Saturday,8,2019,2019/2020
Liverpool,Arsenal,A Taylor,1.48,4.75,6.0,2.79,1.44,236,Saturday,8,2019,2019/2020
Bournemouth,Man City,A Marriner,13.5,7.0,1.2,3.08,1.37,237,Sunday,8,2019,2019/2020
Tottenham,Newcastle,M Dean,1.22,6.5,13.5,2.47,1.55,237,Sunday,8,2019,2019/2020
Wolves,Burnley,C Pawson,1.83,3.5,4.6,1.63,2.29,237,Sunday,8,2019,2019/2020
Southampton,Man United,M Dean,3.7,3.4,2.05,1.94,1.9,243,Saturday,8,2019,2019/2020
Chelsea,Sheffield United,S Attwell,1.34,5.0,9.5,2.13,1.73,243,Saturday,8,2019,2019/2020
Crystal Palace,Aston Villa,K Friend,2.2,3.3,3.4,1.86,1.97,243,Saturday,8,2019,2019/2020
Leicester,Bournemouth,P Bankes,1.7,4.0,4.75,2.26,1.65,243,Saturday,8,2019,2019/2020
Man City,Brighton,J Moss,1.07,11.5,31.0,3.53,1.3,243,Saturday,8,2019,2019/2020
Newcastle,Watford,G Scott,2.5,3.3,2.85,1.77,2.08,243,Saturday,8,2019,2019/2020
West Ham,Norwich,P Tierney,1.87,3.8,4.0,2.64,1.48,243,Saturday,8,2019,2019/2020
Burnley,Liverpool,C Kavanagh,9.75,5.5,1.3,2.33,1.61,243,Saturday,8,2019,2019/2020
Everton,Wolves,A Taylor,2.15,3.25,3.6,1.66,2.25,9,Wednesday,9,2019,2019/2020
Arsenal,Tottenham,M Atkinson,2.4,3.6,2.8,2.4,1.57,9,Wednesday,9,2019,2019/2020
Liverpool,Newcastle,A Marriner,1.14,8.25,18.5,2.89,1.42,257,Saturday,9,2019,2019/2020
Brighton,Burnley,M Oliver,2.15,3.3,3.5,1.76,2.09,257,Saturday,9,2019,2019/2020
Man United,Leicester,M Atkinson,1.87,3.7,4.1,1.98,1.85,257,Saturday,9,2019,2019/2020
Sheffield United,Southampton,L Mason,2.45,3.1,3.1,1.7,2.18,257,Saturday,9,2019,2019/2020
Tottenham,Crystal Palace,C Pawson,1.36,5.0,8.5,2.28,1.64,257,Saturday,9,2019,2019/2020
Wolves,Chelsea,G Scott,2.95,3.4,2.4,1.86,1.97,257,Saturday,9,2019,2019/2020
Norwich,Man City,K Friend,14.5,8.5,1.16,4.15,1.23,257,Saturday,9,2019,2019/2020
Bournemouth,Everton,P Tierney,3.0,3.5,2.3,2.1,1.75,258,Sunday,9,2019,2019/2020
Watford,Arsenal,A Taylor,3.8,3.8,1.91,2.41,1.57,258,Sunday,9,2019,2019/2020
Aston Villa,West Ham,M Dean,2.6,3.4,2.7,2.31,1.62,259,Monday,9,2019,2019/2020
Southampton,Bournemouth,C Kavanagh,2.0,3.7,3.6,2.21,1.69,263,Friday,9,2019,2019/2020
Leicester,Tottenham,P Tierney,2.95,3.4,2.4,2.04,1.79,264,Saturday,9,2019,2019/2020
Burnley,Norwich,D Coote,1.95,3.8,3.6,2.22,1.67,264,Saturday,9,2019,2019/2020
Everton,Sheffield United,S Hooper,1.65,3.8,5.5,1.81,2.03,264,Saturday,9,2019,2019/2020
Man City,Watford,M Dean,1.11,10.5,17.5,3.91,1.25,264,Saturday,9,2019,2019/2020
Newcastle,Brighton,M Atkinson,2.45,3.2,3.0,1.61,2.35,264,Saturday,9,2019,2019/2020
Crystal Palace,Wolves,S Attwell,2.65,3.0,2.95,1.59,2.37,265,Sunday,9,2019,2019/2020
West Ham,Man United,A Taylor,3.25,3.6,2.15,2.2,1.69,265,Sunday,9,2019,2019/2020
Arsenal,Aston Villa,J Moss,1.4,5.0,7.25,2.77,1.45,265,Sunday,9,2019,2019/2020
Chelsea,Liverpool,M Oliver,3.6,3.7,2.0,2.37,1.59,265,Sunday,9,2019,2019/2020
Sheffield United,Liverpool,A Taylor,9.5,5.25,1.33,2.32,1.62,271,Saturday,9,2019,2019/2020
Aston Villa,Burnley,L Mason,2.35,3.3,3.1,1.92,1.91,271,Saturday,9,2019,2019/2020
Bournemouth,West Ham,S Attwell,2.5,3.6,2.7,2.41,1.57,271,Saturday,9,2019,2019/2020
Chelsea,Brighton,C Kavanagh,1.42,4.6,7.75,2.27,1.65,271,Saturday,9,2019,2019/2020
Crystal Palace,Norwich,J Moss,1.95,3.6,3.8,2.14,1.72,271,Saturday,9,2019,2019/2020
Tottenham,Southampton,G Scott,1.42,4.6,7.5,2.35,1.61,271,Saturday,9,2019,2019/2020
Wolves,Watford,P Tierney,1.87,3.5,4.33,1.84,1.99,271,Saturday,9,2019,2019/2020
Everton,Man City,M Oliver,9.75,6.0,1.28,2.69,1.47,271,Saturday,9,2019,2019/2020
Leicester,Newcastle,C Pawson,1.53,4.0,6.75,1.77,2.08,272,Sunday,9,2019,2019/2020
Man United,Arsenal,K Friend,2.35,3.4,3.0,2.28,1.63,273,Monday,9,2019,2019/2020
Brighton,Tottenham,J Moss,3.8,3.6,1.95,2.09,1.76,130,Friday,10,2019,2019/2020
Burnley,Everton,G Scott,2.85,3.25,2.55,1.74,2.12,130,Friday,10,2019,2019/2020
Liverpool,Leicester,C Kavanagh,1.45,4.6,7.0,2.34,1.61,130,Friday,10,2019,2019/2020
Norwich,Aston Villa,A Madley,2.3,3.6,2.95,2.43,1.57,130,Friday,10,2019,2019/2020
Watford,Sheffield United,A Marriner,2.2,3.3,3.4,1.84,2.0,130,Friday,10,2019,2019/2020
West Ham,Crystal Palace,M Oliver,2.0,3.5,3.75,2.0,1.83,130,Friday,10,2019,2019/2020
Arsenal,Bournemouth,M Atkinson,1.42,5.0,6.75,3.2,1.35,161,Monday,10,2019,2019/2020
Man City,Wolves,C Pawson,1.13,9.0,19.5,3.08,1.38,161,Monday,10,2019,2019/2020
Southampton,Chelsea,P Tierney,4.0,3.75,1.87,2.18,1.7,161,Monday,10,2019,2019/2020
Newcastle,Man United,M Dean,4.5,3.4,1.87,1.71,2.16,161,Monday,10,2019,2019/2020
Everton,West Ham,P Tierney,1.95,3.6,3.8,2.14,1.72,292,Saturday,10,2019,2019/2020
Aston Villa,Brighton,D Coote,2.4,3.3,3.0,2.01,1.82,292,Saturday,10,2019,2019/2020
Bournemouth,Norwich,L Mason,1.72,4.2,4.33,2.94,1.41,292,Saturday,10,2019,2019/2020
Chelsea,Newcastle,A Marriner,1.3,5.5,10.0,2.38,1.59,292,Saturday,10,2019,2019/2020
Leicester,Burnley,J Moss,1.55,4.0,6.5,1.89,1.94,292,Saturday,10,2019,2019/2020
Tottenham,Watford,C Kavanagh,1.42,4.75,7.25,2.52,1.53,292,Saturday,10,2019,2019/2020
Wolves,Southampton,P Bankes,1.83,3.5,4.5,1.76,2.09,292,Saturday,10,2019,2019/2020
Crystal Palace,Man City,A Taylor,12.5,6.5,1.22,2.81,1.44,292,Saturday,10,2019,2019/2020
Man United,Liverpool,M Atkinson,5.0,4.0,1.67,2.08,1.76,293,Sunday,10,2019,2019/2020
Sheffield United,Arsenal,M Dean,3.8,3.75,1.91,2.19,1.69,294,Monday,10,2019,2019/2020
Southampton,Leicester,A Marriner,3.25,3.4,2.3,1.83,2.01,298,Friday,10,2019,2019/2020
Man City,Aston Villa,G Scott,1.09,11.0,23.0,4.45,1.21,299,Saturday,10,2019,2019/2020
Brighton,Everton,A Madley,2.85,3.3,2.55,1.78,2.06,299,Saturday,10,2019,2019/2020
Watford,Bournemouth,M Dean,2.2,3.5,3.2,2.18,1.69,299,Saturday,10,2019,2019/2020
West Ham,Sheffield United,D Coote,2.05,3.5,3.6,1.95,1.88,299,Saturday,10,2019,2019/2020
Burnley,Chelsea,M Oliver,4.5,3.9,1.75,2.25,1.66,299,Saturday,10,2019,2019/2020
Newcastle,Wolves,K Friend,2.9,3.1,2.6,1.54,2.49,300,Sunday,10,2019,2019/2020
Arsenal,Crystal Palace,M Atkinson,1.45,4.75,6.5,2.53,1.52,300,Sunday,10,2019,2019/2020
Liverpool,Tottenham,A Taylor,1.5,4.5,6.25,2.51,1.53,300,Sunday,10,2019,2019/2020
Norwich,Man United,S Attwell,4.33,4.0,1.75,2.22,1.67,300,Sunday,10,2019,2019/2020
Bournemouth,Man United,C Kavanagh,3.25,3.6,2.15,1.99,1.84,42,Monday,11,2019,2019/2020
Arsenal,Wolves,M Oliver,1.78,3.7,4.6,2.12,1.74,42,Monday,11,2019,2019/2020
Aston Villa,Liverpool,J Moss,9.25,5.0,1.35,2.71,1.47,42,Monday,11,2019,2019/2020
Brighton,Norwich,K Friend,1.72,4.2,4.33,2.25,1.66,42,Monday,11,2019,2019/2020
Man City,Southampton,L Mason,1.09,11.0,23.0,4.27,1.22,42,Monday,11,2019,2019/2020
Sheffield United,Burnley,S Hooper,2.2,3.2,3.5,1.62,2.33,42,Monday,11,2019,2019/2020
West Ham,Newcastle,S Attwell,1.8,3.8,4.25,2.0,1.83,42,Monday,11,2019,2019/2020
Watford,Chelsea,A Taylor,4.75,4.2,1.65,2.29,1.63,42,Monday,11,2019,2019/2020
Crystal Palace,Leicester,P Tierney,3.5,3.3,2.15,1.78,2.05,70,Monday,11,2019,2019/2020
